dataset,split,index,dialect_group,raw_dialect
arsas,test,1085,MSA,MSA
arsas,test,1086,OTHER_MIXED,GLF
arsas,test,1087,MSA,MSA
arsas,test,1088,MAGHREB,MAGHREB
arsas,test,1089,EGY,EGY
arsas,test,1090,MAGHREB,MAGHREB
arsas,test,1091,MSA,MSA
arsas,test,1092,OTHER_MIXED,GLF
arsas,test,1093,MSA,MSA
arsas,test,1094,MAGHREB,MAGHREB
arsas,test,1095,MAGHREB,MAGHREB
arsas,test,1096,MAGHREB,MAGHREB
arsas,test,1097,MSA,MSA
arsas,test,1098,MAGHREB,MAGHREB
arsas,test,1099,OTHER_MIXED,GLF
arsas,test,1100,OTHER_MIXED,LEV
arsas,test,1101,MSA,MSA
arsas,test,1102,OTHER_MIXED,GLF
arsas,test,1103,OTHER_MIXED,GLF
arsas,test,1104,MAGHREB,MAGHREB
arsas,test,1105,EGY,EGY
arsas,test,1106,MAGHREB,MAGHREB
arsas,test,1107,MAGHREB,MAGHREB
arsas,test,1108,EGY,EGY
arsas,test,1109,OTHER_MIXED,LEV
arsas,test,1110,OTHER_MIXED,GLF
arsas,test,1111,MSA,MSA
arsas,test,1112,MAGHREB,MAGHREB
arsas,test,1113,OTHER_MIXED,GLF
arsas,test,1114,MAGHREB,MAGHREB
arsas,test,1115,OTHER_MIXED,LEV
arsas,test,1116,EGY,EGY
arsas,test,1117,EGY,EGY
arsas,test,1118,EGY,EGY
arsas,test,1119,OTHER_MIXED,GLF
arsas,test,1120,OTHER_MIXED,GLF
arsas,test,1121,EGY,EGY
arsas,test,1122,OTHER_MIXED,LEV
arsas,test,1123,EGY,EGY
arsas,test,1124,OTHER_MIXED,GLF
arsas,test,1125,MAGHREB,MAGHREB
arsas,test,1126,EGY,EGY
arsas,test,1127,MAGHREB,MAGHREB
arsas,test,1128,MAGHREB,MAGHREB
arsas,test,1129,MSA,MSA
arsas,test,1130,MSA,MSA
arsas,test,1131,MSA,MSA
arsas,test,1132,EGY,EGY
arsas,test,1133,EGY,EGY
arsas,test,1134,OTHER_MIXED,GLF
arsas,test,1135,EGY,EGY
arsas,test,1136,MSA,MSA
arsas,test,1137,MAGHREB,MAGHREB
arsas,test,1138,OTHER_MIXED,LEV
arsas,test,1139,EGY,EGY
arsas,test,1140,EGY,EGY
arsas,test,1141,OTHER_MIXED,GLF
arsas,test,1142,OTHER_MIXED,LEV
arsas,test,1143,OTHER_MIXED,LEV
arsas,test,1144,MSA,MSA
arsas,test,1145,EGY,EGY
arsas,test,1146,EGY,EGY
arsas,test,1147,OTHER_MIXED,GLF
arsas,test,1148,OTHER_MIXED,LEV
arsas,test,1149,OTHER_MIXED,GLF
arsas,test,1150,EGY,EGY
arsas,test,1151,OTHER_MIXED,GLF
arsas,test,1152,OTHER_MIXED,GLF
arsas,test,1153,OTHER_MIXED,GLF
arsas,test,1154,OTHER_MIXED,GLF
arsas,test,1155,MAGHREB,MAGHREB
arsas,test,1156,MSA,MSA
arsas,test,1157,MSA,MSA
arsas,test,1158,EGY,EGY
arsas,test,1159,MSA,MSA
arsas,test,1160,OTHER_MIXED,LEV
arsas,test,1161,EGY,EGY
arsas,test,1162,OTHER_MIXED,GLF
arsas,test,1163,OTHER_MIXED,GLF
arsas,test,1164,OTHER_MIXED,LEV
arsas,test,1165,OTHER_MIXED,GLF
arsas,test,1166,EGY,EGY
arsas,test,1167,EGY,EGY
arsas,test,1168,OTHER_MIXED,GLF
arsas,test,1169,EGY,EGY
arsas,test,1170,OTHER_MIXED,GLF
arsas,test,1171,MSA,MSA
arsas,test,1172,MSA,MSA
arsas,test,1173,EGY,EGY
arsas,test,1174,EGY,EGY
arsas,test,1175,MSA,MSA
arsas,test,1176,MSA,MSA
arsas,test,1177,EGY,EGY
arsas,test,1178,EGY,EGY
arsas,test,1179,OTHER_MIXED,GLF
arsas,test,1180,MSA,MSA
arsas,test,1181,MSA,MSA
arsas,test,1182,OTHER_MIXED,LEV
arsas,test,1183,EGY,EGY
arsas,test,1184,EGY,EGY
arsas,test,1185,OTHER_MIXED,GLF
arsas,test,1186,EGY,EGY
arsas,test,1187,MSA,MSA
arsas,test,1188,EGY,EGY
arsas,test,1189,MAGHREB,MAGHREB
arsas,test,1190,EGY,EGY
arsas,test,1191,MAGHREB,MAGHREB
arsas,test,1192,MAGHREB,MAGHREB
arsas,test,1193,MAGHREB,MAGHREB
arsas,test,1194,MSA,MSA
arsas,test,1195,MSA,MSA
arsas,test,1196,MAGHREB,MAGHREB
arsas,test,1197,OTHER_MIXED,GLF
arsas,test,1198,EGY,EGY
arsas,test,1199,MAGHREB,MAGHREB
arsas,test,1200,OTHER_MIXED,GLF
arsas,test,1201,OTHER_MIXED,GLF
arsas,test,1202,MAGHREB,MAGHREB
arsas,test,1203,MAGHREB,MAGHREB
arsas,test,1204,OTHER_MIXED,LEV
arsas,test,1205,EGY,EGY
arsas,test,1206,MAGHREB,MAGHREB
arsas,test,1207,EGY,EGY
arsas,test,1208,EGY,EGY
arsas,test,1209,EGY,EGY
arsas,test,1210,MSA,MSA
arsas,test,1211,EGY,EGY
arsas,test,1212,EGY,EGY
arsas,test,1213,OTHER_MIXED,GLF
arsas,test,1214,OTHER_MIXED,GLF
arsas,test,1215,EGY,EGY
arsas,test,1216,EGY,EGY
arsas,test,1217,EGY,EGY
arsas,test,1218,MSA,MSA
arsas,test,1219,EGY,EGY
arsas,test,1220,MSA,MSA
arsas,test,1221,EGY,EGY
arsas,test,1222,EGY,EGY
arsas,test,1223,EGY,EGY
arsas,test,1224,MAGHREB,MAGHREB
arsas,test,1225,EGY,EGY
arsas,test,1226,MAGHREB,MAGHREB
arsas,test,1227,EGY,EGY
arsas,test,1228,OTHER_MIXED,GLF
arsas,test,1229,MSA,MSA
arsas,test,1230,MSA,MSA
arsas,test,1231,OTHER_MIXED,LEV
arsas,test,1232,MSA,MSA
arsas,test,1233,EGY,EGY
arsas,test,1234,OTHER_MIXED,LEV
arsas,test,1235,MAGHREB,MAGHREB
arsas,test,1236,MAGHREB,MAGHREB
arsas,test,1237,OTHER_MIXED,GLF
arsas,test,1238,MAGHREB,MAGHREB
arsas,test,1239,MSA,MSA
arsas,test,1240,MSA,MSA
arsas,test,1241,OTHER_MIXED,GLF
arsas,test,1242,MSA,MSA
arsas,test,1243,EGY,EGY
arsas,test,1244,OTHER_MIXED,GLF
arsas,test,1245,EGY,EGY
arsas,test,1246,MSA,MSA
arsas,test,1247,OTHER_MIXED,GLF
arsas,test,1248,EGY,EGY
arsas,test,1249,EGY,EGY
arsas,test,1250,OTHER_MIXED,GLF
arsas,test,1251,EGY,EGY
arsas,test,1252,EGY,EGY
arsas,test,1253,OTHER_MIXED,GLF
arsas,test,1254,OTHER_MIXED,LEV
arsas,test,1255,MSA,MSA
arsas,test,1256,EGY,EGY
arsas,test,1257,MAGHREB,MAGHREB
arsas,test,1258,MSA,MSA
arsas,test,1259,OTHER_MIXED,GLF
arsas,test,1260,MSA,MSA
arsas,test,1261,OTHER_MIXED,GLF
arsas,test,1262,EGY,EGY
arsas,test,1263,EGY,EGY
arsas,test,1264,EGY,EGY
arsas,test,1265,EGY,EGY
arsas,test,1266,EGY,EGY
arsas,test,1267,OTHER_MIXED,LEV
arsas,test,1268,EGY,EGY
arsas,test,1269,OTHER_MIXED,GLF
arsas,test,1270,EGY,EGY
arsas,test,1271,OTHER_MIXED,GLF
arsas,test,1272,OTHER_MIXED,GLF
arsas,test,1273,EGY,EGY
arsas,test,1274,OTHER_MIXED,GLF
arsas,test,1275,EGY,EGY
arsas,test,1276,MAGHREB,MAGHREB
arsas,test,1277,OTHER_MIXED,LEV
arsas,test,1278,MSA,MSA
arsas,test,1279,MAGHREB,MAGHREB
arsas,test,1280,EGY,EGY
arsas,test,1281,OTHER_MIXED,GLF
arsas,test,1282,EGY,EGY
arsas,test,1283,MAGHREB,MAGHREB
arsas,test,1284,MSA,MSA
arsas,test,1285,OTHER_MIXED,GLF
arsas,test,1286,MSA,MSA
arsas,test,1287,OTHER_MIXED,GLF
arsas,test,1288,EGY,EGY
arsas,test,1289,MSA,MSA
arsas,test,1290,MAGHREB,MAGHREB
arsas,test,1291,EGY,EGY
arsas,test,1292,MAGHREB,MAGHREB
arsas,test,1293,OTHER_MIXED,GLF
arsas,test,1294,EGY,EGY
arsas,test,1295,OTHER_MIXED,GLF
arsas,test,1296,OTHER_MIXED,GLF
arsas,test,1297,OTHER_MIXED,GLF
arsas,test,1298,MAGHREB,MAGHREB
arsas,test,1299,MAGHREB,MAGHREB
arsas,test,1300,EGY,EGY
arsas,test,1301,OTHER_MIXED,GLF
arsas,test,1302,MAGHREB,MAGHREB
arsas,test,1303,MSA,MSA
arsas,test,1304,EGY,EGY
arsas,test,1305,EGY,EGY
arsas,test,1306,OTHER_MIXED,GLF
arsas,test,1307,OTHER_MIXED,GLF
arsas,test,1308,MSA,MSA
arsas,test,1309,MAGHREB,MAGHREB
arsas,test,1310,EGY,EGY
arsas,test,1311,OTHER_MIXED,GLF
arsas,test,1312,MSA,MSA
arsas,test,1313,EGY,EGY
arsas,test,1314,EGY,EGY
arsas,test,1315,EGY,EGY
arsas,test,1316,MSA,MSA
arsas,test,1317,MSA,MSA
arsas,test,1318,EGY,EGY
arsas,test,1319,MSA,MSA
arsas,test,1320,EGY,EGY
arsas,test,1321,MAGHREB,MAGHREB
arsas,test,1322,EGY,EGY
arsas,test,1323,EGY,EGY
arsas,test,1324,OTHER_MIXED,GLF
arsas,test,1325,MSA,MSA
arsas,test,1326,EGY,EGY
arsas,test,1327,MAGHREB,MAGHREB
arsas,test,1328,EGY,EGY
arsas,test,1329,OTHER_MIXED,GLF
arsas,test,1330,OTHER_MIXED,GLF
arsas,test,1331,EGY,EGY
arsas,test,1332,MAGHREB,MAGHREB
arsas,test,1333,EGY,EGY
arsas,test,1334,OTHER_MIXED,GLF
arsas,test,1335,EGY,EGY
arsas,test,1336,OTHER_MIXED,GLF
arsas,test,1337,MSA,MSA
arsas,test,1338,MSA,MSA
arsas,test,1339,EGY,EGY
arsas,test,1340,MSA,MSA
arsas,test,1341,MAGHREB,MAGHREB
arsas,test,1342,EGY,EGY
arsas,test,1343,OTHER_MIXED,GLF
arsas,test,1344,EGY,EGY
arsas,test,1345,MSA,MSA
arsas,test,1346,MSA,MSA
arsas,test,1347,EGY,EGY
arsas,test,1348,MSA,MSA
arsas,test,1349,OTHER_MIXED,GLF
arsas,test,1350,MAGHREB,MAGHREB
arsas,test,1351,MAGHREB,MAGHREB
arsas,test,1352,MSA,MSA
arsas,test,1353,MSA,MSA
arsas,test,1354,EGY,EGY
arsas,test,1355,MAGHREB,MAGHREB
arsas,test,1356,EGY,EGY
arsas,test,1357,OTHER_MIXED,GLF
arsas,test,1358,MSA,MSA
arsas,test,1359,MAGHREB,MAGHREB
arsas,test,1360,MSA,MSA
arsas,test,1361,OTHER_MIXED,LEV
arsas,test,1362,MSA,MSA
arsas,test,1363,OTHER_MIXED,GLF
arsas,test,1364,OTHER_MIXED,LEV
arsas,test,1365,OTHER_MIXED,GLF
arsas,test,1366,OTHER_MIXED,GLF
arsas,test,1367,OTHER_MIXED,GLF
arsas,test,1368,MSA,MSA
arsas,test,1369,EGY,EGY
arsas,test,1370,EGY,EGY
arsas,test,1371,MAGHREB,MAGHREB
arsas,test,1372,OTHER_MIXED,GLF
arsas,test,1373,OTHER_MIXED,GLF
arsas,test,1374,OTHER_MIXED,GLF
arsas,test,1375,EGY,EGY
arsas,test,1376,EGY,EGY
arsas,test,1377,EGY,EGY
arsas,test,1378,OTHER_MIXED,GLF
arsas,test,1379,MAGHREB,MAGHREB
arsas,test,1380,OTHER_MIXED,GLF
arsas,test,1381,MSA,MSA
arsas,test,1382,OTHER_MIXED,GLF
arsas,test,1383,EGY,EGY
arsas,test,1384,OTHER_MIXED,LEV
arsas,test,1385,MSA,MSA
arsas,test,1386,MSA,MSA
arsas,test,1387,OTHER_MIXED,GLF
arsas,test,1388,OTHER_MIXED,GLF
arsas,test,1389,MSA,MSA
arsas,test,1390,MSA,MSA
arsas,test,1391,EGY,EGY
arsas,test,1392,OTHER_MIXED,GLF
arsas,test,1393,EGY,EGY
arsas,test,1394,MAGHREB,MAGHREB
arsas,test,1395,OTHER_MIXED,GLF
arsas,test,1396,EGY,EGY
arsas,test,1397,MAGHREB,MAGHREB
arsas,test,1398,EGY,EGY
arsas,test,1399,MSA,MSA
arsas,test,1400,EGY,EGY
arsas,test,1401,OTHER_MIXED,GLF
arsas,test,1402,EGY,EGY
arsas,test,1403,EGY,EGY
arsas,test,1404,EGY,EGY
arsas,test,1405,MAGHREB,MAGHREB
arsas,test,1406,EGY,EGY
arsas,test,1407,EGY,EGY
arsas,test,1408,OTHER_MIXED,GLF
arsas,test,1409,MSA,MSA
arsas,test,1410,OTHER_MIXED,GLF
arsas,test,1411,EGY,EGY
arsas,test,1412,EGY,EGY
arsas,test,1413,EGY,EGY
arsas,test,1414,EGY,EGY
arsas,test,1415,MSA,MSA
arsas,test,1416,OTHER_MIXED,GLF
arsas,test,1417,MAGHREB,MAGHREB
arsas,test,1418,MAGHREB,MAGHREB
arsas,test,1419,MSA,MSA
arsas,test,1420,MAGHREB,MAGHREB
arsas,test,1421,OTHER_MIXED,GLF
arsas,test,1422,EGY,EGY
arsas,test,1423,MSA,MSA
arsas,test,1424,MSA,MSA
arsas,test,1425,MSA,MSA
arsas,test,1426,MSA,MSA
arsas,test,1427,EGY,EGY
arsas,test,1428,MAGHREB,MAGHREB
arsas,test,1429,MAGHREB,MAGHREB
arsas,test,1430,OTHER_MIXED,GLF
arsas,test,1431,OTHER_MIXED,GLF
arsas,test,1432,EGY,EGY
arsas,test,1433,EGY,EGY
arsas,test,1434,EGY,EGY
arsas,test,1435,EGY,EGY
arsas,test,1436,EGY,EGY
arsas,test,1437,OTHER_MIXED,GLF
arsas,test,1438,EGY,EGY
arsas,test,1439,EGY,EGY
arsas,test,1440,MAGHREB,MAGHREB
arsas,test,1441,OTHER_MIXED,LEV
arsas,test,1442,MAGHREB,MAGHREB
arsas,test,1443,EGY,EGY
arsas,test,1444,MSA,MSA
arsas,test,1445,EGY,EGY
arsas,test,1446,MAGHREB,MAGHREB
arsas,test,1447,MSA,MSA
arsas,test,1448,MSA,MSA
arsas,test,1449,OTHER_MIXED,GLF
arsas,test,1450,MSA,MSA
arsas,test,1451,MSA,MSA
arsas,test,1452,MSA,MSA
arsas,test,1453,MAGHREB,MAGHREB
arsas,test,1454,MAGHREB,MAGHREB
arsas,test,1455,EGY,EGY
arsas,test,1456,OTHER_MIXED,LEV
arsas,test,1457,MSA,MSA
arsas,test,1458,MSA,MSA
arsas,test,1459,OTHER_MIXED,LEV
arsas,test,1460,OTHER_MIXED,GLF
arsas,test,1461,MSA,MSA
arsas,test,1462,EGY,EGY
arsas,test,1463,EGY,EGY
arsas,test,1464,MAGHREB,MAGHREB
arsas,test,1465,OTHER_MIXED,LEV
arsas,test,1466,MSA,MSA
arsas,test,1467,MSA,MSA
arsas,test,1468,MSA,MSA
arsas,test,1469,OTHER_MIXED,GLF
arsas,test,1470,EGY,EGY
arsas,test,1471,MSA,MSA
arsas,test,1472,MSA,MSA
arsas,test,1473,EGY,EGY
arsas,test,1474,MSA,MSA
arsas,test,1475,OTHER_MIXED,LEV
arsas,test,1476,MSA,MSA
arsas,test,1477,MAGHREB,MAGHREB
arsas,test,1478,EGY,EGY
arsas,test,1479,MAGHREB,MAGHREB
arsas,test,1480,MAGHREB,MAGHREB
arsas,test,1481,OTHER_MIXED,GLF
arsas,test,1482,MSA,MSA
arsas,test,1483,OTHER_MIXED,GLF
arsas,test,1484,EGY,EGY
arsas,test,1485,MAGHREB,MAGHREB
arsas,test,1486,OTHER_MIXED,GLF
arsas,test,1487,OTHER_MIXED,GLF
arsas,test,1488,OTHER_MIXED,GLF
arsas,test,1489,EGY,EGY
arsas,test,1490,MSA,MSA
arsas,test,1491,EGY,EGY
arsas,test,1492,MAGHREB,MAGHREB
arsas,test,1493,EGY,EGY
arsas,test,1494,OTHER_MIXED,GLF
arsas,test,1495,MAGHREB,MAGHREB
arsas,test,1496,OTHER_MIXED,GLF
arsas,test,1497,OTHER_MIXED,GLF
arsas,test,1498,EGY,EGY
arsas,test,1499,MSA,MSA
arsas,test,1500,MSA,MSA
arsas,test,1501,EGY,EGY
arsas,test,1502,OTHER_MIXED,LEV
arsas,test,1503,MSA,MSA
arsas,test,1504,MAGHREB,MAGHREB
arsas,test,1505,MSA,MSA
arsas,test,1506,MAGHREB,MAGHREB
arsas,test,1507,MAGHREB,MAGHREB
arsas,test,1508,OTHER_MIXED,LEV
arsas,test,1509,MAGHREB,MAGHREB
arsas,test,1510,MSA,MSA
arsas,test,1511,MSA,MSA
arsas,test,1512,MAGHREB,MAGHREB
arsas,test,1513,OTHER_MIXED,GLF
arsas,test,1514,MSA,MSA
arsas,test,1515,EGY,EGY
arsas,test,1516,MSA,MSA
arsas,test,1517,MSA,MSA
arsas,test,1518,EGY,EGY
arsas,test,1519,MSA,MSA
arsas,test,1520,EGY,EGY
arsas,test,1521,EGY,EGY
arsas,test,1522,MAGHREB,MAGHREB
arsas,test,1523,EGY,EGY
arsas,test,1524,MAGHREB,MAGHREB
arsas,test,1525,OTHER_MIXED,GLF
arsas,test,1526,EGY,EGY
arsas,test,1527,EGY,EGY
arsas,test,1528,MAGHREB,MAGHREB
arsas,test,1529,OTHER_MIXED,GLF
arsas,test,1530,MAGHREB,MAGHREB
arsas,test,1531,MAGHREB,MAGHREB
arsas,test,1532,EGY,EGY
arsas,test,1533,EGY,EGY
arsas,test,1534,OTHER_MIXED,LEV
arsas,test,1535,MAGHREB,MAGHREB
arsas,test,1536,MSA,MSA
arsas,test,1537,MSA,MSA
arsas,test,1538,EGY,EGY
arsas,test,1539,EGY,EGY
arsas,test,1540,OTHER_MIXED,LEV
arsas,test,1541,EGY,EGY
arsas,test,1542,MSA,MSA
arsas,test,1543,EGY,EGY
arsas,test,1544,EGY,EGY
arsas,test,1545,OTHER_MIXED,GLF
arsas,test,1546,MSA,MSA
arsas,test,1547,EGY,EGY
arsas,test,1548,OTHER_MIXED,GLF
arsas,test,1549,MSA,MSA
arsas,test,1550,EGY,EGY
arsas,test,1551,MAGHREB,MAGHREB
arsas,test,1552,MAGHREB,MAGHREB
arsas,test,1553,OTHER_MIXED,GLF
arsas,test,1554,MSA,MSA
arsas,test,1555,MAGHREB,MAGHREB
arsas,test,1556,EGY,EGY
arsas,test,1557,MSA,MSA
arsas,test,1558,EGY,EGY
arsas,test,1559,MAGHREB,MAGHREB
arsas,test,1560,EGY,EGY
arsas,test,1561,EGY,EGY
arsas,test,1562,MSA,MSA
arsas,test,1563,MSA,MSA
arsas,test,1564,OTHER_MIXED,GLF
arsas,test,1565,OTHER_MIXED,LEV
arsas,test,1566,MSA,MSA
arsas,test,1567,OTHER_MIXED,LEV
arsas,test,1568,EGY,EGY
arsas,test,1569,EGY,EGY
arsas,test,1570,EGY,EGY
arsas,test,1571,EGY,EGY
arsas,test,1572,MAGHREB,MAGHREB
arsas,test,1573,OTHER_MIXED,LEV
arsas,test,1574,MAGHREB,MAGHREB
arsas,test,1575,MAGHREB,MAGHREB
arsas,test,1576,EGY,EGY
arsas,test,1577,EGY,EGY
arsas,test,1578,OTHER_MIXED,LEV
arsas,test,1579,EGY,EGY
arsas,test,1580,OTHER_MIXED,LEV
arsas,test,1581,MSA,MSA
arsas,test,1582,EGY,EGY
arsas,test,1583,MSA,MSA
arsas,test,1584,OTHER_MIXED,GLF
arsas,test,1585,OTHER_MIXED,LEV
arsas,test,1586,MSA,MSA
arsas,test,1587,MAGHREB,MAGHREB
arsas,test,1588,EGY,EGY
arsas,test,1589,MSA,MSA
arsas,test,1590,EGY,EGY
arsas,test,1591,OTHER_MIXED,GLF
arsas,test,1592,MSA,MSA
arsas,test,1593,OTHER_MIXED,GLF
arsas,test,1594,OTHER_MIXED,GLF
arsas,test,1595,MAGHREB,MAGHREB
arsas,test,1596,OTHER_MIXED,GLF
arsas,test,1597,MSA,MSA
arsas,test,1598,EGY,EGY
arsas,test,1599,OTHER_MIXED,GLF
arsas,test,1600,EGY,EGY
arsas,test,1601,EGY,EGY
arsas,test,1602,MAGHREB,MAGHREB
arsas,test,1603,EGY,EGY
arsas,test,1604,OTHER_MIXED,LEV
arsas,test,1605,OTHER_MIXED,GLF
arsas,test,1606,MAGHREB,MAGHREB
arsas,test,1607,MAGHREB,MAGHREB
arsas,test,1608,MAGHREB,MAGHREB
arsas,test,1609,EGY,EGY
arsas,test,1610,MSA,MSA
arsas,test,1611,EGY,EGY
arsas,test,1612,EGY,EGY
arsas,test,1613,MAGHREB,MAGHREB
arsas,test,1614,MSA,MSA
arsas,test,1615,OTHER_MIXED,GLF
arsas,test,1616,MSA,MSA
arsas,test,1617,EGY,EGY
arsas,test,1618,EGY,EGY
arsas,test,1619,MAGHREB,MAGHREB
arsas,test,1620,MAGHREB,MAGHREB
arsas,test,1621,EGY,EGY
arsas,test,1622,MAGHREB,MAGHREB
arsas,test,1623,MSA,MSA
arsas,test,1624,MSA,MSA
arsas,test,1625,EGY,EGY
arsas,test,1626,MSA,MSA
arsas,test,1627,MSA,MSA
arsas,test,1628,EGY,EGY
arsas,test,1629,OTHER_MIXED,GLF
arsas,test,1630,MSA,MSA
arsas,test,1631,EGY,EGY
arsas,test,1632,MAGHREB,MAGHREB
arsas,test,1633,MAGHREB,MAGHREB
arsas,test,1634,OTHER_MIXED,GLF
arsas,test,1635,EGY,EGY
arsas,test,1636,MSA,MSA
arsas,test,1637,OTHER_MIXED,GLF
arsas,test,1638,MSA,MSA
arsas,test,1639,MSA,MSA
arsas,test,1640,EGY,EGY
arsas,test,1641,OTHER_MIXED,GLF
arsas,test,1642,OTHER_MIXED,GLF
arsas,test,1643,EGY,EGY
arsas,test,1644,OTHER_MIXED,GLF
arsas,test,1645,MSA,MSA
arsas,test,1646,OTHER_MIXED,GLF
arsas,test,1647,EGY,EGY
arsas,test,1648,MAGHREB,MAGHREB
arsas,test,1649,MAGHREB,MAGHREB
arsas,test,1650,MSA,MSA
arsas,test,1651,MSA,MSA
arsas,test,1652,OTHER_MIXED,GLF
arsas,test,1653,MSA,MSA
arsas,test,1654,EGY,EGY
arsas,test,1655,MAGHREB,MAGHREB
arsas,test,1656,OTHER_MIXED,LEV
arsas,test,1657,OTHER_MIXED,GLF
arsas,test,1658,OTHER_MIXED,LEV
arsas,test,1659,OTHER_MIXED,GLF
arsas,test,1660,OTHER_MIXED,LEV
arsas,test,1661,MSA,MSA
arsas,test,1662,OTHER_MIXED,LEV
arsas,test,1663,EGY,EGY
arsas,test,1664,MSA,MSA
arsas,test,1665,MSA,MSA
arsas,test,1666,EGY,EGY
arsas,test,1667,EGY,EGY
arsas,test,1668,OTHER_MIXED,GLF
arsas,test,1669,MSA,MSA
arsas,test,1670,EGY,EGY
arsas,test,1671,MSA,MSA
arsas,test,1672,OTHER_MIXED,LEV
arsas,test,1673,MSA,MSA
arsas,test,1674,MSA,MSA
arsas,test,1675,MSA,MSA
arsas,test,1676,EGY,EGY
arsas,test,1677,MSA,MSA
arsas,test,1678,OTHER_MIXED,LEV
arsas,test,1679,OTHER_MIXED,LEV
arsas,test,1680,MSA,MSA
arsas,test,1681,MAGHREB,MAGHREB
arsas,test,1682,MAGHREB,MAGHREB
arsas,test,1683,MSA,MSA
arsas,test,1684,EGY,EGY
arsas,test,1685,OTHER_MIXED,LEV
arsas,test,1686,OTHER_MIXED,GLF
arsas,test,1687,EGY,EGY
arsas,test,1688,MSA,MSA
arsas,test,1689,MAGHREB,MAGHREB
arsas,test,1690,OTHER_MIXED,GLF
arsas,test,1691,OTHER_MIXED,GLF
arsas,test,1692,MAGHREB,MAGHREB
arsas,test,1693,EGY,EGY
arsas,test,1694,MAGHREB,MAGHREB
arsas,test,1695,OTHER_MIXED,GLF
arsas,test,1696,EGY,EGY
arsas,test,1697,OTHER_MIXED,GLF
arsas,test,1698,EGY,EGY
arsas,test,1699,EGY,EGY
arsas,test,1700,MAGHREB,MAGHREB
arsas,test,1701,MAGHREB,MAGHREB
arsas,test,1702,MAGHREB,MAGHREB
arsas,test,1703,MSA,MSA
arsas,test,1704,MSA,MSA
arsas,test,1705,EGY,EGY
arsas,test,1706,OTHER_MIXED,GLF
arsas,test,1707,MAGHREB,MAGHREB
arsas,test,1708,EGY,EGY
arsas,test,1709,MAGHREB,MAGHREB
arsas,test,1710,EGY,EGY
arsas,test,1711,MSA,MSA
arsas,test,1712,EGY,EGY
arsas,test,1713,OTHER_MIXED,GLF
arsas,test,1714,EGY,EGY
arsas,test,1715,MSA,MSA
arsas,test,1716,OTHER_MIXED,GLF
arsas,test,1717,MSA,MSA
arsas,test,1718,EGY,EGY
arsas,test,1719,MAGHREB,MAGHREB
arsas,test,1720,MSA,MSA
arsas,test,1721,MSA,MSA
arsas,test,1722,MSA,MSA
arsas,test,1723,EGY,EGY
arsas,test,1724,OTHER_MIXED,GLF
arsas,test,1725,EGY,EGY
arsas,test,1726,MSA,MSA
arsas,test,1727,MAGHREB,MAGHREB
arsas,test,1728,EGY,EGY
arsas,test,1729,MAGHREB,MAGHREB
arsas,test,1730,MAGHREB,MAGHREB
arsas,test,1731,MSA,MSA
arsas,test,1732,EGY,EGY
arsas,test,1733,MAGHREB,MAGHREB
arsas,test,1734,MSA,MSA
arsas,test,1735,OTHER_MIXED,GLF
arsas,test,1736,OTHER_MIXED,GLF
arsas,test,1737,OTHER_MIXED,LEV
arsas,test,1738,EGY,EGY
arsas,test,1739,OTHER_MIXED,GLF
arsas,test,1740,OTHER_MIXED,GLF
arsas,test,1741,EGY,EGY
arsas,test,1742,OTHER_MIXED,LEV
arsas,test,1743,MAGHREB,MAGHREB
arsas,test,1744,EGY,EGY
arsas,test,1745,EGY,EGY
arsas,test,1746,MAGHREB,MAGHREB
arsas,test,1747,MAGHREB,MAGHREB
arsas,test,1748,MSA,MSA
arsas,test,1749,EGY,EGY
arsas,test,1750,OTHER_MIXED,LEV
arsas,test,1751,EGY,EGY
arsas,test,1752,MSA,MSA
arsas,test,1753,EGY,EGY
arsas,test,1754,MSA,MSA
arsas,test,1755,MSA,MSA
arsas,test,1756,MSA,MSA
arsas,test,1757,OTHER_MIXED,LEV
arsas,test,1758,EGY,EGY
arsas,test,1759,MAGHREB,MAGHREB
arsas,test,1760,MSA,MSA
arsas,test,1761,MAGHREB,MAGHREB
arsas,test,1762,MSA,MSA
arsas,test,1763,MSA,MSA
arsas,test,1764,OTHER_MIXED,LEV
arsas,test,1765,OTHER_MIXED,GLF
arsas,test,1766,OTHER_MIXED,GLF
arsas,test,1767,MSA,MSA
arsas,test,1768,OTHER_MIXED,GLF
arsas,test,1769,MAGHREB,MAGHREB
arsas,test,1770,MAGHREB,MAGHREB
arsas,test,1771,MAGHREB,MAGHREB
arsas,test,1772,EGY,EGY
arsas,test,1773,OTHER_MIXED,GLF
arsas,test,1774,OTHER_MIXED,GLF
arsas,test,1775,OTHER_MIXED,GLF
arsas,test,1776,OTHER_MIXED,LEV
arsas,test,1777,MAGHREB,MAGHREB
arsas,test,1778,MSA,MSA
arsas,test,1779,MSA,MSA
arsas,test,1780,OTHER_MIXED,GLF
arsas,test,1781,EGY,EGY
arsas,test,1782,MSA,MSA
arsas,test,1783,MAGHREB,MAGHREB
arsas,test,1784,MSA,MSA
arsas,test,1785,OTHER_MIXED,LEV
arsas,test,1786,MSA,MSA
arsas,test,1787,EGY,EGY
arsas,test,1788,MAGHREB,MAGHREB
arsas,test,1789,MSA,MSA
arsas,test,1790,OTHER_MIXED,LEV
arsas,test,1791,MAGHREB,MAGHREB
arsas,test,1792,EGY,EGY
